origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.05,374.00
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.05,316.49
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.05,254.95
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.1,432.39
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.1,386.99
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.1,331.45
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.1,271.60
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.15,439.79
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.15,398.95
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.15,347.04
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.15,290.42
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.2,451.60
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.2,412.36
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.2,364.10
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.2,304.50
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.25,477.35
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.25,439.50
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.25,379.77
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.25,315.62
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.3,489.87
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.3,450.97
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.3,398.57
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.3,335.36
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.35,499.79
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.35,459.50
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.35,410.10
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.35,350.09
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.4,518.86
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.4,474.60
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.4,424.28
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.4,362.30
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.45,568.06
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.45,530.86
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.45,467.40
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.45,369.11
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.5,620.68
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.5,560.24
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.5,477.00
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.5,378.76
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.55,628.95
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.55,580.28
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.55,490.87
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.55,394.49
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.6,654.32
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.6,597.09
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.6,502.08
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.6,404.74
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.65,677.55
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.65,607.95
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.65,510.88
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.65,414.51
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.7,691.01
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.7,628.13
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.7,536.98
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.7,432.38
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.75,703.02
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.75,641.28
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.75,557.74
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.75,453.86
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.8,720.14
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.8,664.72
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.8,574.19
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.8,473.95
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.85,733.60
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.85,689.21
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.85,607.85
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.85,499.67
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.9,744.34
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.9,713.87
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.9,637.18
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.9,533.16
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.95,756.30
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.95,734.19
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.95,677.13
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.95,587.54
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.975,762.41
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.975,743.29
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.975,684.24
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.975,603.28
2026-02-25,ILI incidence,2026-02-22,1,BE,quantile,0.99,773.29
2026-02-25,ILI incidence,2026-03-01,2,BE,quantile,0.99,749.44
2026-02-25,ILI incidence,2026-03-08,3,BE,quantile,0.99,692.80
2026-02-25,ILI incidence,2026-03-15,4,BE,quantile,0.99,610.33
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.01,293.20
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.01,249.99
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.01,203.04
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.01,158.80
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.025,298.80
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.025,255.51
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.025,209.67
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.025,165.76
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.05,328.39
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.05,288.58
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.05,242.50
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.05,194.00
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.1,347.98
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.1,301.91
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.1,252.07
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.1,202.00
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.15,356.18
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.15,310.40
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.15,258.69
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.15,208.38
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.2,363.08
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.2,319.00
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.2,267.90
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.2,216.30
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.25,368.89
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.25,330.19
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.25,283.68
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.25,234.88
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.3,376.17
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.3,339.51
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.3,295.60
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.3,245.37
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.35,383.20
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.35,348.37
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.35,301.93
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.35,251.12
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.4,393.57
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.4,356.24
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.4,308.60
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.4,256.40
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.45,402.90
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.45,364.93
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.45,317.70
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.45,263.80
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.5,410.15
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.5,376.35
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.5,327.90
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.5,274.70
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.55,416.30
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.55,384.60
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.55,336.24
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.55,283.90
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.6,421.74
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.6,390.30
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.6,345.50
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.6,292.98
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.65,427.70
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.65,394.80
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.65,353.34
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.65,300.90
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.7,433.10
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.7,399.70
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.7,358.40
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.7,307.53
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.75,438.70
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.75,405.52
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.75,366.23
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.75,315.77
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.8,446.30
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.8,415.22
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.8,373.74
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.8,328.82
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.85,461.54
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.85,432.87
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.85,390.53
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.85,337.62
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.9,480.91
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.9,448.90
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.9,401.61
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.9,348.11
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.95,494.40
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.95,459.31
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.95,411.70
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.95,357.71
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.975,502.50
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.975,465.82
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.975,415.70
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.975,364.70
2026-02-25,ILI incidence,2026-02-22,1,EE,quantile,0.99,512.31
2026-02-25,ILI incidence,2026-03-01,2,EE,quantile,0.99,474.00
2026-02-25,ILI incidence,2026-03-08,3,EE,quantile,0.99,425.60
2026-02-25,ILI incidence,2026-03-15,4,EE,quantile,0.99,370.50
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.01,177.60
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.01,148.32
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.01,118.32
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.01,91.76
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.025,182.96
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.025,154.40
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.025,124.48
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.025,97.28
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.05,187.52
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.05,160.88
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.05,133.36
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.05,106.31
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.1,199.55
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.1,177.68
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.1,151.83
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.1,123.75
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.15,208.71
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.15,185.76
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.15,158.22
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.15,129.76
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.2,216.24
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.2,194.45
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.2,166.38
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.2,135.03
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.25,223.76
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.25,199.92
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.25,172.80
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.25,144.72
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.3,230.06
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.3,205.58
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.3,178.54
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.3,150.00
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.35,233.28
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.35,211.60
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.35,185.09
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.35,156.32
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.4,236.50
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.4,216.32
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.4,189.84
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.4,161.68
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.45,239.32
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.45,220.40
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.45,194.53
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.45,165.66
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.5,241.76
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.5,223.52
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.5,199.16
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.5,171.12
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.55,244.00
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.55,226.04
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.55,203.68
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.55,177.07
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.6,246.72
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.6,228.71
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.6,207.44
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.6,182.56
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.65,249.36
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.65,231.41
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.65,210.80
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.65,186.16
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.7,253.33
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.7,235.40
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.7,214.24
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.7,190.50
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.75,256.82
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.75,239.80
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.75,218.34
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.75,195.62
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.8,262.34
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.8,246.70
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.8,226.12
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.8,201.52
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.85,267.77
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.85,255.60
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.85,237.20
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.85,212.65
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.9,273.21
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.9,261.22
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.9,243.90
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.9,221.85
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.95,279.10
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.95,268.11
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.95,250.70
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.95,228.49
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.975,282.61
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.975,272.00
2026-02-25,ILI incidence,2026-03-08,3,FR,quantile,0.975,255.44
2026-02-25,ILI incidence,2026-03-15,4,FR,quantile,0.975,232.88
2026-02-25,ILI incidence,2026-02-22,1,FR,quantile,0.99,286.96
2026-02-25,ILI incidence,2026-03-01,2,FR,quantile,0.99,275.60
